524	Fiel, eterno e santo amor	IGREJA, CEIA DO SENHOR
525	Ah, se eu tivesse mil vozes!	IGREJA, MISSÕES E EVANGELISMO
526	Cristo é a única esperança	IGREJA, MISSÕES E EVANGELISMO
528	Eis multidões	IGREJA, MISSÕES E EVANGELISMO
530	Pudesse contar toda a glória	IGREJA, MISSÕES E EVANGELISMO
531	Mas nós somos luz	IGREJA, MISSÕES E EVANGELISMO
532	Testemunhas somos todos	IGREJA, MISSÕES E EVANGELISMO
533	Nossa gente quer viver em segurança	IGREJA, MISSÕES E EVANGELISMO
534	Sim, conquistar o mundo pra Cristo	IGREJA, MISSÕES E EVANGELISMO
536	Levanta a tua voz e anuncia	IGREJA, MISSÕES E EVANGELISMO
537	Ouve, a voz divina clama	IGREJA, MISSÕES E EVANGELISMO
538	Fala e não te cales	IGREJA, MISSÕES E EVANGELISMO
540	Desde um ao outro pólo	IGREJA, MISSÕES E EVANGELISMO
541	As boas novas anunciai	IGREJA, MISSÕES E EVANGELISMO
542	Só Jesus Cristo salva	IGREJA, MISSÕES E EVANGELISMO
543	Eu aceito o desafio	IGREJA, MISSÕES E EVANGELISMO
545	Eu vos envio	IGREJA, MISSÕES E EVANGELISMO
546	Dá-me tua visão	IGREJA, MISSÕES E EVANGELISMO
547	Sabeis falar de tudo	IGREJA, MISSÕES E EVANGELISMO
549	Canto o novo canto da terra	IGREJA, RESPONSABILIDADE SOCIAL
551	Se eu posso hoje o bem fazer	IGREJA, RESPONSABILIDADE SOCIAL
552	Que estou fazendo se sou cristão?	IGREJA, RESPONSABILIDADE SOCIAL
553	Nesta grande cidade vivemos	IGREJA, RESPONSABILIDADE SOCIAL
555	A cidade irá transformar-se	IGREJA, RESPONSABILIDADE SOCIAL
557	Senhor, a ti rendemos louvor	IGREJA, CONSAGRAÇÃO AO MINISTÉRIO
558	Aquele que leva a preciosa semente	IGREJA, CONSAGRAÇÃO AO MINISTÉRIO
560	Olhando para Cristo	IGREJA, CONSAGRAÇÃO AO MINISTÉRIO
562	Jesus, tu reuniste os teus amigos	IGREJA, COMUNHÃO FRATERNAL
563	Benditos laços são	IGREJA, COMUNHÃO FRATERNAL
564	Pai, faz-nos um	IGREJA, COMUNHÃO FRATERNAL
566	Jesus, Pastor amado	IGREJA, COMUNHÃO FRATERNAL
567	Não há em Cristo Norte ou Sul	IGREJA, COMUNHÃO FRATERNAL
569	Qual o adorno desta vida?	IGREJA, COMUNHÃO FRATERNAL
572	Somos um pelos laços do amor	IGREJA, COMUNHÃO FRATERNAL
574	Um só rebanho	IGREJA, COMUNHÃO FRATERNAL
575	Na pátria celeste	VIDA FUTURA
577	Perante o trono de esplendor	VIDA FUTURA
579	Jerusalém excelsa	VIDA FUTURA
580	Céu, lindo céu!	VIDA FUTURA
581	Há um rio cristalino	VIDA FUTURA
583	Lá no céu moraremos	VIDA FUTURA
585	Já termina o ano velho	ASSUNTOS ESPECIAIS, ANO NOVO
586	Por tanto amor que o Pai mostrou	ASSUNTOS ESPECIAIS, ANO NOVO
588	Entoemos hinos de louvor	ASSUNTOS ESPECIAIS, DEDICAÇÃO DE TEMPLOS
589	Este templo dedicamos	ASSUNTOS ESPECIAIS, DEDICAÇÃO DE TEMPLOS
590	Em Cristo seja o lar edificado	ASSUNTOS ESPECIAIS, LAR
592	Lar feliz nós vamos ser	ASSUNTOS ESPECIAIS, LAR
593	Nestes tempos de incerteza	ASSUNTOS ESPECIAIS, LAR
595	Que feliz é o lar	ASSUNTOS ESPECIAIS, LAR
596	Se houver amor	ASSUNTOS ESPECIAIS, LAR
597	Perfeito amor	ASSUNTOS ESPECIAIS, LAR
598	Abençoa, Deus de amor	ASSUNTOS ESPECIAIS, LAR
600	De ti, ó meu Brasil	ASSUNTOS ESPECIAIS, PÁTRIA
601	Por nossa Pátria oramos	ASSUNTOS ESPECIAIS, PÁTRIA
603	Minha Pátria para Cristo	ASSUNTOS ESPECIAIS, PÁTRIA
606	Que a Pátria inteira cante em teu louvor	ASSUNTOS ESPECIAIS, PÁTRIA
607	O menino, que vai ser?	ASSUNTOS ESPECIAIS, APRESENTAÇÃO DE CRIANÇAS
609	Jesus recebeu e abençoou as criancinhas	ASSUNTOS ESPECIAIS, APRESENTAÇÃO DE CRIANÇAS
610	Senhor, em tuas mãos paternas	ASSUNTOS ESPECIAIS, APRESENTAÇÃO DE CRIANÇAS
611	Que alegria neste dia!	ASSUNTOS ESPECIAIS, ANIVERSÁRIO
612	Neste dia, ó Pai amado	ASSUNTOS ESPECIAIS, ANIVERSÁRIO
613	Com alegria recordamos	ASSUNTOS ESPECIAIS, ANIVERSÁRIO
